ID_REF,SRR1027183,SRR1027184,SRR1027185,SRR1027186,SRR1027187,SRR1027188,SRR1027189,SRR1027190
AC090617.1,5,3,2,1,0,0,1,0
HNRNPA1P22,2,3,10,0,0,0,0,0
SNX2P2,1,1,0,0,1,0,0,0
AL162425.1,0,0,0,0,0,0,0,0
LINC00427,3,2,1,0,0,0,0,1
LINC02559,0,0,0,0,0,1,0,0
AL035670.1,0,0,0,0,0,0,0,1
KCNMA1_AS1,66,4,31,14,1,1,5,0
AC099335.1,8,0,1,0,0,0,0,0
AC007881.2,0,0,0,0,0,1,0,0
AF127577.5,0,0,1,0,0,0,0,1
AC002401.1,0,0,2,0,0,1,0,1
KRT43P,0,0,0,0,1,1,0,0
GCNT1P1,3,13,1,2,0,0,0,0
TRIM26BP,2,0,2,0,0,0,1,0
AL593856.1,0,0,0,3,0,0,0,0
RPS24P1,0,0,0,0,0,0,0,0
AC012513.2,10,13,9,6,1,1,0,2
PKMP1,3,8,11,4,5,9,1,0
LINC02195,1,1,0,0,0,0,0,0
MTND2P40,3,16,0,0,1,0,1,0
RRM2P2,0,1,0,0,0,2,1,1
LINC01945,0,0,0,0,0,0,0,0
AC079168.1,0,0,0,0,0,0,0,0
AC133473.1,6,8,2,2,1,2,1,0
AC234771.4,1,0,0,0,0,0,0,0
EIF2S2P3,2,0,2,0,1,0,0,1
AC008080.4,8,2,4,2,0,0,0,1
AL158168.1,0,0,0,0,0,0,0,0
GPS2P1,1,2,3,0,0,7,0,2
LINC01744,0,0,0,4,0,0,0,0
AC107081.2,1,3,7,3,2,9,7,4
LINC00896,1,3,4,1,4,0,1,0
CD24P1,0,0,0,0,0,0,0,0
AC074286.1,1,0,2,0,0,0,5,5
SIX3_AS1,0,2,0,0,0,0,1,0
AC009784.1,0,0,0,0,0,0,0,0
AC087499.5,0,1,0,0,1,0,0,0
AL356379.1,0,0,0,0,0,0,0,0
BX470209.2,0,0,0,0,0,0,0,0
ATP13A5_AS1,0,0,2,0,0,1,0,0
RPL21P133,0,0,1,0,0,1,1,1
AC011284.1,1,1,0,4,1,0,0,0
LINC01231,1,0,0,0,0,0,0,0
AL390026.1,0,2,0,0,0,0,0,0
AC074035.1,0,0,0,0,0,0,0,0
AL135791.1,2,1,2,1,0,5,1,6
KLF2P4,0,6,0,0,0,1,13,1
LINC01424,5,4,5,5,1,1,0,1
GPC6_AS1,3,9,2,3,1,0,0,0
NPAP1P4,4,0,3,1,0,0,0,0
NPM1P40,0,2,0,0,1,0,0,0
AC007278.2,8,5,9,3,0,0,1,0
AL035448.1,21,42,25,42,3,1,1,3
ARF4P2,0,0,0,0,0,1,1,0
AL033528.3,0,1,1,1,0,2,0,0
AC093582.1,0,1,0,0,0,2,1,0
KPNA2P1,0,1,1,0,0,0,1,1
AC006013.1,0,0,0,0,0,0,0,0
LINC01695,2,6,4,4,3,1,5,0
AC009413.2,1,0,0,0,0,0,0,0
H3P36,1,0,1,0,0,0,0,0
RC3H1_IT1,9,10,14,4,0,1,1,0
AC003986.3,1,0,0,0,0,0,0,0
ZNF863P,0,0,0,0,0,0,0,0
HNRNPA1P54,0,1,0,1,1,2,1,0
AC006547.1,9,12,7,2,8,11,12,23
VN2R9P,0,0,0,0,1,0,0,0
MED28P7,0,7,1,0,0,0,1,0
AL354761.1,0,0,1,0,0,0,0,0
AC008060.3,0,0,0,0,0,0,0,0
AP001619.2,2,1,2,1,0,1,0,0
MYCL_AS1,0,2,1,5,0,0,1,0
RNF217_AS1,5,12,9,18,0,7,6,8
RPS27AP7,9,10,5,4,2,1,0,0
AL109809.3,2,0,0,1,0,0,1,0
RPL13AP5,2,2,7,3,0,75,57,36
ASNSP3,2,1,4,7,0,0,2,0
AC115115.1,1,0,0,0,0,0,0,0
AC025038.1,2,2,3,2,0,0,0,0
BCL2L1_AS1,10,18,21,12,1,2,2,0
AC116049.1,0,0,0,0,0,0,0,0
YWHAQP5,31,6,22,18,7,0,0,0
HNRNPA3P5,1,1,0,0,0,1,0,2
TCF3P1,7,1,10,6,1,6,0,1
HNRNPA1P73,0,0,0,1,0,0,0,0
RAD23BP1,2,0,1,1,0,0,0,0
AC245102.3,0,0,0,0,0,0,0,0
AC006369.2,0,0,0,0,0,0,0,0
AC092634.5,0,0,0,0,0,0,0,0
AC241520.1,18,14,6,10,1,1,0,0
SNRPGP14,6,6,5,5,1,4,3,1
AC073626.2,1,0,1,0,0,0,0,0
STARD13_AS,65,121,112,54,13,10,6,4
PRPF38AP2,1,0,0,2,1,2,1,0
AP004290.1,29,69,25,8,1,4,3,0
MTATP6P4,0,0,0,0,0,0,0,0
AL357992.1,1,4,1,1,0,1,0,0
S100A11P2,0,0,0,0,0,0,0,0
RPS27AP14,0,0,0,0,0,0,0,0
MED15P5,0,0,0,0,0,0,0,0
AC092568.1,0,0,0,0,0,0,0,0
IGHD7_27,0,0,0,0,0,0,0,0
ELOCP26,0,0,0,0,0,0,0,0
AL732372.1,0,0,0,0,0,0,0,0
RANP1,8,38,13,5,4,36,43,38
LYPLA2P3,0,0,0,0,0,0,0,0
AC023115.1,0,0,0,0,0,3,1,0
AC022028.1,0,0,0,0,0,0,0,0
EEF1DP8,0,0,0,0,0,0,0,0
EIF4A1P6,0,0,0,0,0,0,0,0
ZNF853,40,21,7,15,75,90,88,118
SOCS5P1,0,0,0,0,0,0,0,0
LINC02556,0,0,0,1,1,3,1,2
KRTAP19_11P,0,0,0,0,0,0,0,0
AC010086.2,0,0,0,0,0,0,0,0
BAK1P2,1,0,1,4,0,0,0,0
AC127070.1,1,1,0,1,1,7,1,0
PITPNA_AS1,0,1,0,2,0,14,12,6
XKRYP3,0,0,0,0,0,0,0,0
MTND5P17,0,0,0,0,0,0,0,0
AL590302.2,0,4,0,0,0,0,0,0
AC016903.1,0,0,0,0,0,0,0,0
LINC02540,0,2,1,0,0,0,0,0
AL627308.2,4,10,5,1,1,0,0,0
IFNA4,0,0,0,0,0,0,0,0
AC006455.7,0,0,0,0,0,0,0,0
Z99916.1,0,1,1,0,0,6,1,1
AL354928.1,0,0,1,0,1,1,2,0
LAMTOR5P1,6,2,6,2,0,0,0,1
AC009947.2,0,0,0,0,0,0,0,0
LINC02810,0,0,0,0,1,1,1,0
DLX2_DT,0,0,0,0,0,0,0,0
LINC01923,0,0,0,0,0,0,0,0
AC079780.1,0,0,0,0,0,1,0,0
AC023347.2,0,0,0,0,0,0,0,0
AL365440.2,0,0,0,0,0,0,0,0
AL161733.1,0,0,0,0,0,2,0,0
AL133215.1,0,0,2,1,0,0,0,0
FRGCA,0,0,0,0,0,0,0,0
AC011998.3,0,0,0,0,1,0,0,0
AC114808.2,0,0,0,0,0,1,0,0
POTEH_AS1,0,0,0,0,0,0,0,0
AC104076.2,0,0,0,3,0,0,0,0
AC006450.3,1,0,1,0,2,0,0,0
KRT18P5,2,7,1,3,2,0,1,0
PRKG1_AS1,9,7,6,10,1,0,0,0
AL117378.1,0,0,0,0,0,0,0,0
AL049636.1,0,1,0,0,0,0,2,2
MTX1P1,5,4,3,2,1,7,10,8
AC117944.1,0,0,0,0,0,0,0,0
AP000688.4,0,0,0,0,0,0,0,0
LINC00347,0,0,0,0,1,0,0,0
RPL23AP24,0,0,0,0,0,0,0,0
AL356000.1,0,1,3,1,0,2,0,1
DSTNP5,0,0,0,0,0,0,0,0
MAP3K2_DT,15,5,3,5,2,19,7,3
HMGA1P1,0,0,1,0,2,0,0,1
BZW1P1,0,1,0,0,0,0,0,0
AL160271.2,0,0,0,0,0,0,0,0
MTCO2P21,1,0,0,0,0,0,0,0
AC007274.2,0,0,0,0,0,0,0,0
NDUFA4P2,0,0,0,0,0,0,0,0
AC099654.3,0,30,0,0,1,0,0,0
HNRNPA1P47,0,0,0,0,0,0,0,0
EIF1AXP1,19,31,74,25,10,34,54,56
ARHGEF38,253,3,332,274,121,424,1203,680
LINC01010,9,3,3,0,1,0,1,1
AL512594.1,0,0,0,0,0,0,1,0
MYB_AS1,4,11,15,7,2,1,0,0
CNOT4P1,1,0,0,0,0,0,0,0
AC073316.3,2,1,0,2,0,0,3,1
DAPK1_IT1,5,10,6,4,2,0,0,0
AC108448.2,1,1,0,1,0,6,18,5
SMAD9_IT1,0,0,0,0,2,0,2,2
AC079448.1,0,0,0,0,0,1,0,0
AL356292.1,1,3,0,1,0,0,0,0
LINC01844,1,0,1,4,1,2,6,3
AL355376.1,0,0,0,0,0,0,0,0
AL354751.2,0,0,0,0,0,0,0,0
RBMY2QP,0,0,0,0,0,0,0,0
OVAAL,0,2,0,1,0,1,0,0
LINC01741,1,1,0,0,0,0,0,0
AC116036.1,1,0,1,0,0,0,0,0
AL606760.2,2,0,1,0,0,0,0,1
AL137071.1,2,2,0,1,0,0,0,0
AL135929.2,0,0,0,0,0,0,0,0
AC094019.2,3,2,4,0,0,1,0,2
AL354794.1,3,0,0,3,0,0,0,1
RPL31P63,1,0,0,0,0,1,1,0
UQCRC2P1,0,0,0,0,1,0,0,0
GAGE12B,0,0,0,0,0,0,0,0
CLIC4P1,4,10,3,1,4,1,8,15
AL033384.1,6,2,5,7,5,4,4,7
Z98751.2,0,0,0,0,0,0,0,0
AC016822.1,0,0,0,0,0,0,0,0
YRDCP2,3,1,0,1,0,0,1,1
LINC01282,0,0,0,0,0,0,0,0
AC009500.1,0,0,0,0,0,0,0,0
AC009237.9,0,0,1,0,0,0,0,0
LINC01186,1,0,0,0,1,2,3,1
MKLN1_AS,16,29,5,15,7,39,43,27
AC007666.1,1,2,0,1,0,1,0,1
DNAJC9_AS1,0,5,2,2,0,1,5,1
MTUS2_AS2,2,0,1,0,1,0,0,0
AC019118.2,0,1,0,0,1,0,2,0
CTAGE9,1,0,1,3,0,0,0,1
RPL19P16,0,0,0,1,1,1,1,0
TRMT112P4,0,0,0,0,0,0,0,0
COX7A2P2,0,0,1,0,0,0,0,1
AC124916.1,0,1,0,2,0,0,0,0
LINC02659,0,0,3,2,1,0,2,2
AC079325.1,0,0,0,0,0,0,0,0
AL034550.1,5,16,7,1,0,5,4,2
AC092809.4,0,1,0,0,0,1,1,0
AL512637.2,0,0,0,0,0,0,0,0
RPL21P23,4,17,11,3,0,2,2,1
AL157831.1,0,0,0,0,0,0,0,0
INTS6_AS1,23,27,27,52,9,19,13,23
AL512306.1,12,11,13,12,3,7,4,4
LINC01829,1,0,0,15,0,1,1,0
AL391650.1,0,1,3,0,0,20,9,33
RPS15AP27,0,2,0,1,0,0,0,0
SDR42E1P5,0,0,0,0,0,0,0,0
TSPY15P,0,0,0,0,0,0,0,0
LINC00299,15,17,20,11,2,0,3,1
OR2AI1P,0,0,0,0,0,0,0,0
AL513175.2,6,10,2,6,0,11,4,3
BCRP8,0,2,0,1,1,1,1,0
CNTNAP2_AS1,0,0,0,1,0,0,0,0
AL157884.3,3,11,1,13,0,0,0,0
SPA17P1,0,0,0,0,0,6,0,0
LINC02626,0,1,0,0,0,0,0,0
AC068898.1,0,0,0,0,0,0,0,0
RPL24P8,3,9,4,3,0,16,19,17
SDAD1P4,0,0,0,0,0,0,0,0
RPS3AP12,1,17,2,4,0,0,0,0
RPL7AP15,0,0,1,1,0,0,0,0
AC092066.1,0,0,0,0,0,0,1,1
SNX25P1,0,4,2,2,2,0,1,1
ELOA_AS1,0,6,7,0,2,21,5,13
GAPDHP2,3,2,2,1,0,2,1,1
BTF3P8,0,1,0,0,0,1,2,2
AC046176.1,8,12,14,8,2,25,15,1
ANKRD20A7P,0,3,1,1,0,0,2,0
AL606804.1,0,0,0,0,0,0,0,0
ARL5AP2,4,0,0,0,0,0,1,0
LINC01563,0,1,1,0,0,0,0,0
NMBR_AS1,0,0,0,0,0,0,0,0
AL035691.1,0,0,0,0,1,0,0,0
BCYRN1,0,0,0,0,0,1,0,0
RAB28P2,0,0,0,0,0,0,0,0
LINC00529,0,0,0,0,0,0,0,0
DMD_AS3,0,0,0,0,0,0,0,0
Z97634.1,1,3,2,1,0,8,5,5
CBR3_AS1,47,19,38,41,21,76,63,71
YME1L1P1,0,0,0,0,0,0,0,0
AC073465.2,0,0,0,0,0,0,0,0
AC024560.1,0,0,0,1,0,0,0,1
LINC00421,0,0,0,6,0,0,0,0
PCYT1B_AS1,0,0,0,0,0,0,0,0
AC139712.3,0,0,0,0,0,0,0,0
AC090617.2,0,9,6,2,1,0,0,1
AC069280.1,0,0,0,0,0,0,0,0
AC007750.1,11,0,10,10,3,1,2,3
AC010997.2,0,0,0,0,0,0,0,0
AC069213.3,0,0,0,0,0,0,2,0
AL359979.2,3,0,0,1,1,0,0,0
AC018892.2,0,1,0,0,0,0,0,0
RPL23AP95,1,1,0,0,0,0,0,0
LINC01474,1,1,4,2,1,1,1,2
BX322784.1,2,0,1,1,0,2,1,1
OR2R1P,5,1,0,1,0,0,0,1
AL133244.2,0,1,0,1,1,0,0,0
AC105393.2,0,0,0,0,0,0,1,0
RAP1BP1,0,0,2,1,0,0,0,1
AL008638.2,0,0,2,0,0,0,0,0
NIFK_AS1,14,21,10,8,2,31,19,32
RPL39P29,0,0,1,0,0,0,0,0
BET1_AS1,7,10,20,31,2,3,1,4
RPS20P24,0,0,0,0,0,0,0,0
RPL23AP23,12,15,11,8,0,2,1,1
AC068295.1,0,0,0,0,0,0,0,0
AL157902.1,0,0,0,0,0,0,1,0
Z98885.1,10,6,4,6,2,2,2,1
ZKSCAN7_AS1,0,23,5,2,1,1,3,4
AL121882.1,0,0,0,0,0,0,0,0
LINC00106,10,1,4,4,2,18,12,8
PPIAP36,1,1,3,0,0,2,0,0
AL137078.1,0,0,0,0,0,0,0,0
DDX11L5,0,0,0,0,0,0,0,0
TMSB4XP1,0,1,0,0,0,0,0,0
SETD6P1,0,0,0,0,0,0,0,0
MTATP6P26,1,4,1,1,0,7,1,0
Z85995.1,0,0,0,0,0,0,0,0
LINC01554,0,1,2,0,2,39,33,19
AP001615.1,0,0,0,0,0,0,0,0
AC018731.1,0,0,0,0,0,0,0,0
AC007563.2,1,6,0,0,0,0,0,0
AL357055.2,0,0,0,0,0,0,0,0
RPS20P5,0,0,0,0,0,0,0,0
AC244035.2,0,0,0,0,0,0,0,0
AC016027.5,2,7,3,0,0,0,1,0
AL357833.1,0,2,1,0,0,0,0,0
ASS1P7,2,2,1,0,0,6,1,1
AL160287.1,5,0,0,0,0,0,0,0
AL354726.1,2,13,8,7,1,1,1,0
AC113331.1,0,0,0,0,0,0,0,0
TIMM9P1,6,9,1,0,0,0,0,0
MIR600HG,51,102,66,51,14,72,129,94
AC104333.3,0,0,0,0,0,1,0,0
AC023141.9,0,0,0,0,0,0,0,0
LINC02827,10,9,7,6,3,1,1,2
OR2P1P,1,0,0,0,0,0,0,0
AL137789.1,5,1,1,1,0,0,0,0
AC025750.3,0,0,0,1,0,0,0,0
LINC01852,2,1,3,7,4,4,5,5
CLCA4_AS1,11,0,6,7,0,0,0,0
DNAJA1P2,0,0,0,4,0,0,0,0
AC109635.1,0,0,0,0,0,0,0,0
AL590727.1,0,0,0,0,0,0,0,0
AL157937.1,0,0,1,1,0,0,0,0
LINC01378,1,0,0,3,0,0,0,0
AL162411.1,0,1,0,0,1,1,0,0
AC008267.4,1,8,1,0,0,2,0,0
AC112498.1,1,0,0,0,0,0,0,0
AC099782.2,1,1,1,1,0,0,0,0
CEACAMP8,0,0,0,0,0,1,0,0
AP003774.2,3,1,0,0,1,0,0,0
AL031005.1,11,9,2,6,1,3,3,2
PTGES3P4,0,0,0,0,0,0,0,0
AC003092.2,0,1,0,0,0,0,0,0
BAALC_AS2,6,1,3,0,1,0,1,1
AL589765.3,0,0,0,1,1,0,0,0
AC106872.1,0,1,0,0,0,0,0,0
AC096533.1,8,6,2,1,2,1,2,0
CCDC58P2,0,0,0,1,0,0,0,0
HNRNPA1P70,25,14,25,5,2,0,0,0
,1,4,0,7,2,8,4,0
AL365255.1,0,0,0,0,0,0,0,0
LINC01774,0,1,1,0,0,0,0,0
AC007359.1,0,0,0,0,0,0,0,0
ZDHHC20_IT1,1,3,0,1,0,0,1,1
NF1P8,1,5,0,0,0,0,0,0
AL139010.1,2,0,0,0,0,1,0,0
AC051618.1,0,0,0,0,0,0,0,0
SULT1D1P,0,0,0,0,0,0,0,0
AL354695.1,0,0,1,0,0,0,0,0
AL136131.2,0,1,0,0,0,0,0,0
LINC01141,0,0,2,1,0,1,0,1
OR52N3P,1,25,29,1,2,0,3,1
AL773545.2,0,0,0,0,0,0,0,0
AL451164.1,1,1,0,0,0,0,0,0
GGT8P,0,0,0,0,0,0,0,0
FABP5P1,0,0,0,0,0,0,0,0
GAPDHP51,3,12,7,3,1,2,2,2
LINC02814,3,0,0,3,0,4,1,3
AC091685.2,0,0,0,0,0,0,0,0
ANKRD44_IT1,72,47,49,20,5,0,0,0
AC073873.1,0,0,0,0,0,0,0,0
C3orf84,0,2,0,1,0,1,0,0
OR10G9,0,0,0,0,0,0,0,0
BLOC1S2P1,0,0,0,0,0,0,1,0
AL121892.1,0,0,0,1,0,0,0,0
AL157938.2,20,42,25,14,2,0,0,0
NDUFA5P8,0,0,0,0,0,0,0,0
AL359641.1,0,0,0,0,0,0,0,0
AC130710.1,0,0,0,0,1,0,0,0
AC025822.2,0,0,2,3,0,0,1,0
EDRF1_AS1,10,26,30,13,0,0,0,1
RPL12P12,0,2,6,1,0,2,1,3
GAPDHP21,0,0,0,0,0,0,0,0
YBX1P9,0,0,0,0,0,0,0,0
MLIP_IT1,0,1,1,0,1,1,2,2
AL354794.2,3,5,1,10,4,0,3,3
ATP2B2_IT1,0,0,0,0,0,0,0,0
PTMAP6,0,0,0,0,0,1,0,0
WASF3_AS1,9,5,6,4,0,0,0,0
AL590730.1,0,0,0,0,0,0,0,0
AC126124.2,1,3,3,1,1,0,0,0
ZNRF2P1,4,3,3,0,0,9,19,13
HIGD1AP15,0,0,0,0,0,0,0,0
KRT18P52,1,1,0,3,0,0,1,0
LAPTM4BP1,0,2,0,0,0,0,0,0
GLIS3_AS1,0,0,1,0,0,1,0,2
AL357793.2,7,0,2,1,2,0,0,0
LINC01812,1,0,0,0,0,0,0,0
AC004074.1,0,0,0,0,0,0,0,0
AL031186.1,1,2,2,1,0,5,6,5
AC013410.1,16,21,1,0,0,0,0,0
AC245052.4,8,7,5,5,1,17,16,5
AC004470.1,1,0,27,0,0,0,0,0
IGHD1_20,0,0,1,0,0,0,0,0
USP9YP3,0,0,0,0,0,0,0,0
RPL21P33,0,0,0,0,0,1,0,0
AL121601.2,7,14,6,4,1,0,1,0
AC104073.2,0,0,2,0,0,0,0,0
AL159174.1,0,1,0,1,0,0,0,1
AC008067.1,0,1,0,0,0,0,0,0
RPSAP7,0,0,0,0,0,0,0,0
CASP3P1,0,0,0,0,0,0,0,0
AC020719.1,0,0,0,0,0,0,0,0
ZEB1_AS1,20,31,14,26,6,20,35,47
NDUFA6_DT,14,20,7,9,8,17,24,28
USP17L8,0,0,0,0,0,0,0,0
AC018738.1,0,0,0,0,0,4,4,3
DPH3P2,0,0,0,0,0,0,0,0
AC007679.3,7,0,4,0,0,0,0,1
MICG,0,0,0,0,0,0,0,0
TTTY12,0,0,0,0,0,0,0,0
RPL34P1,0,0,0,0,0,2,3,0
FUCA1P1,0,0,1,1,0,2,1,1
PRMT5_AS1,3,8,6,3,2,8,7,1
MTCO1P48,0,0,0,0,0,0,0,0
LINC02087,0,0,0,0,0,0,0,0
MMEL1_AS1,0,0,0,0,0,0,0,0
AC100823.1,0,0,0,2,1,3,1,3
AL512649.2,1,2,0,0,2,0,0,0
AL035420.2,0,1,0,0,1,0,0,0
EIF3IP1,1,1,1,0,0,0,0,0
NANOGP4,13,2,6,3,0,2,0,0
RPL5P2,0,0,0,0,0,0,9,1
AC005550.2,12,1,6,2,6,0,3,0
AL161727.1,0,0,0,0,0,0,0,0
AL162727.2,3,3,7,4,1,0,1,0
AL596218.1,2,2,0,2,3,0,0,0
AL035706.1,1,3,1,4,0,0,0,0
AC105399.1,0,0,1,0,0,0,0,0
EHMT2_AS1,1,1,4,2,4,11,6,0
COX5BP6,4,5,2,2,0,0,1,0
AL162725.1,0,0,0,0,0,0,0,0
AC127391.1,0,0,0,0,0,0,0,0
AC068134.2,0,0,0,0,0,0,0,0
AL163193.1,9,15,6,3,2,1,0,0
PCNPP4,1,0,0,0,2,0,0,0
AL512353.3,0,0,0,0,0,3,0,0
LINC01065,0,0,0,0,0,0,0,0
AL732372.2,2,1,2,0,0,4,2,2
GYG1P2,0,0,0,0,0,0,0,0
AC092809.5,6,4,2,2,1,7,3,5
FABP5P15,1,1,1,1,0,0,0,0
AL591473.1,0,0,0,0,1,0,0,0
RPL21P111,0,0,0,0,0,0,0,0
TAAR9,0,0,0,0,0,1,0,0
IGHJ3P,23,17,26,3,0,0,0,0
AL139805.1,6,21,19,13,0,12,9,4
CYP2F2P,2,7,2,1,1,5,8,10
LINC01056,0,0,1,0,0,0,0,0
PIEZO1P2,0,0,1,0,1,0,0,0
MTND2P11,2,1,1,0,0,1,0,0
HAND2_AS1,40,47,10,8,9,27,89,167
AC073254.1,1,6,5,3,1,4,3,8
AC245028.2,0,0,0,0,0,0,0,0
LINC02652,1,0,1,0,0,0,0,0
MTCYBP34,1,0,0,0,0,2,0,0
MRPS6P2,2,8,3,3,0,0,0,0
AL021397.1,0,0,0,0,0,0,0,0
AC020594.1,1,0,1,0,0,0,2,0
DDX10P1,12,11,8,7,2,0,1,0
C4orf51,1,0,0,11,0,0,0,1
AL159169.1,1,0,0,0,0,0,0,0
HUNK_AS1,0,0,0,0,1,0,0,0
RPS26P41,1,5,2,4,0,2,0,0
HSPE1P16,0,0,0,0,0,0,0,0
DNAJC19P1,1,0,0,0,0,0,2,0
HIGD1AP2,0,0,0,0,0,0,0,0
ZNF503_AS2,6,6,12,19,9,12,16,14
,17,11,16,14,5,0,0,0
AL162725.2,0,1,0,0,1,0,0,0
MCFD2P1,0,1,0,1,0,0,0,2
AL353718.1,0,0,0,0,0,0,0,0
CNTFR_AS1,1,6,0,0,0,0,0,1
AC004022.2,0,0,4,0,0,0,0,0
AC068446.1,0,0,2,0,0,0,0,0
AC007098.2,7,5,3,0,0,0,0,0
AC099794.2,0,0,0,0,0,0,0,0
SLC25A15P2,0,0,0,1,0,0,0,0
LINC01792,1,0,0,3,0,2,2,2
AC128709.3,0,1,0,0,0,0,0,0
RPL12P27,0,0,0,0,0,2,0,0
RPS7P15,0,10,2,2,2,0,1,0
AC005297.3,0,0,0,0,0,0,0,0
B3GNT9,30,38,43,159,67,70,111,184
AC099796.1,0,0,0,0,0,0,0,0
AL445465.2,2,2,0,1,1,0,0,1
NME1P1,0,0,1,0,0,0,0,0
AC079905.1,0,1,1,0,0,0,2,0
H3P7,1,1,2,1,0,0,0,0
LINC01797,2,0,1,0,0,1,0,0
CYP46A4P,0,0,0,0,0,0,0,0
AC147651.4,5,3,6,3,2,10,12,41
BX276092.6,0,0,0,0,0,0,0,0
KRTAP9_10P,0,0,0,0,0,0,0,0
VN1R66P,0,0,0,0,0,0,0,0
AC092418.2,0,0,0,0,0,0,0,0
NR2F1_AS1,47,23,27,57,48,55,106,130
AC242426.2,2,1,0,4,0,0,1,2
,0,0,0,0,0,0,0,0
CDKN2AIPNL,31,39,25,22,31,58,73,46
AL451054.2,0,0,0,0,0,0,0,0
SNAI1P1,0,0,0,0,1,0,0,0
DLGAP5P1,0,0,0,0,0,0,0,0
IGHD1_7,0,2,0,0,0,0,0,0
ZBTB40_IT1,3,8,3,0,0,0,5,2
AJ239321.1,0,0,0,0,0,0,0,0
RPL7P34,0,0,0,0,0,0,0,0
IMPDH1P4,0,1,0,0,0,0,0,0
RBM17P3,0,0,0,0,0,0,0,0
AL445072.1,1,0,0,0,0,0,0,0
AC073324.1,0,0,0,0,1,0,3,0
SETP4,1,0,0,1,1,0,0,0
AL449403.2,0,0,0,0,1,0,0,0
RPL23AP22,7,0,2,0,0,0,0,0
AL080243.4,1,0,1,0,1,2,0,1
DEFB131D,0,0,0,0,0,0,0,0
AC008074.1,1,2,4,2,0,0,0,0
AC104777.2,0,0,0,0,0,0,0,0
PPEF1_AS1,1,0,1,1,0,0,0,0
LINC01968,0,1,2,0,0,0,0,0
SULT1C2P1,2,1,3,6,0,11,0,7
AL157832.2,7,7,2,1,0,0,2,0
OR13K1P,3,14,1,0,0,0,0,0
RPS3AP39,0,0,1,1,0,0,0,0
AL162739.2,0,0,0,0,0,0,0,0
KRTAP2_5P,0,0,0,0,0,0,0,0
ZNF295_AS1,0,0,2,1,0,5,3,2
TMEM26_AS1,2,0,2,2,0,4,2,2
Z99289.1,25,21,22,15,2,1,14,4
TRDD2,0,0,0,0,0,0,0,0
AC023141.10,0,0,0,0,0,0,0,0
BMS1P10,2,7,7,1,1,11,23,15
BTF3P15,0,0,0,0,0,0,0,0
CREB3L2_AS1,13,136,40,5,1,1,0,0
MBD3L5,0,0,0,0,0,0,0,0
LINC00987,22,22,18,3,5,33,17,28
Z99127.3,5,12,5,1,0,0,0,0
AL359924.1,0,0,0,0,0,0,0,0
AC004987.3,0,0,0,0,0,0,0,0
AC233981.1,0,0,0,6,0,0,1,0
TRBV30,5,0,3,0,0,3,1,0
PGAM3P,0,0,0,0,0,0,0,0
MTND2P8,0,0,0,0,0,0,0,0
AL049646.2,0,0,0,0,0,0,0,0
PPIAP67,0,1,0,2,0,0,0,0
AC131957.1,0,0,0,0,0,0,0,0
AC068492.1,0,0,0,0,0,0,1,0
MAPK6P3,24,93,40,29,2,2,1,0
FTH1P11,2,1,1,0,1,10,6,7
BX276092.7,0,0,0,0,0,0,1,0
LINC01810,0,0,0,0,0,0,0,0
LINC01519,0,0,0,0,0,0,0,0
AC092447.7,4,5,0,0,3,1,0,0
RBMY2TP,0,0,0,0,0,0,0,0
AC009498.1,0,0,0,0,0,0,0,0
OR51R1P,3,2,0,2,0,0,0,0
RSL24D1P8,2,21,0,2,0,3,0,0
GTF3AP1,0,0,0,0,0,0,0,0
AL450023.3,0,0,0,0,0,0,0,0
ANO7L1,5,3,7,4,2,7,5,5
RLIMP2,0,0,0,0,0,0,0,0
H3P2,0,1,0,0,0,0,0,0
AL136982.3,4,3,1,2,1,1,0,0
CATIP_AS2,1,0,1,1,0,0,0,0
LINC00851,0,0,0,0,0,0,0,0
AL691515.1,0,0,0,0,0,0,0,0
HNRNPA1P2,1,1,2,0,0,2,0,0
CARD11_AS1,1,2,5,1,1,0,0,0
CKMT1B,0,7,25,0,12,7,2,6
LINC01343,0,0,0,0,0,0,0,0
LINC01732,0,0,1,0,0,0,0,0
AC007099.2,0,0,0,0,0,0,0,0
EIF4BP9,0,0,0,1,0,0,0,0
SMG1P1,11,8,13,7,2,8,8,4
AL713922.1,0,0,0,0,0,0,0,0
TTN_AS1,118,181,119,97,24,63,60,65
AP000534.2,0,0,0,0,0,0,0,0
MTCO1P19,4,10,2,1,0,0,0,0
AL121992.1,2,3,1,1,1,1,1,5
OFD1P11Y,0,0,0,0,0,0,0,0
HIGD1AP8,0,2,0,0,0,0,0,0
HSPE1P22,0,0,0,0,0,0,0,0
SRRM1P3,9,20,8,5,10,1,4,0
AC009237.10,0,0,0,0,0,0,0,0
MTND2P6,0,19,1,1,0,0,0,0
AC008267.5,4,2,5,1,6,15,7,7
AL034397.2,0,0,0,0,0,0,0,0
AL358134.1,0,0,0,0,0,0,0,0
RPL12P39,0,0,0,0,0,0,0,0
Z82196.2,0,0,0,0,0,0,0,0
AL022400.1,13,14,7,3,1,0,1,0
AL118496.2,0,0,0,0,0,0,0,0
AC019064.1,0,0,0,0,0,0,0,0
AL354936.1,0,0,1,0,0,0,0,0
RPL7L1P10,0,0,0,0,0,0,0,0
AC245036.3,0,0,0,0,2,0,0,0
AC093158.1,3,1,2,2,0,0,0,1
