ID_REF,SRR1027177,SRR1027178,SRR1027179,SRR1027180,SRR1027181,SRR1027182,SRR1027188,SRR1027189,SRR1027190
PRELID2P1,1,0,2,2,0,0,0,0,0
AC068888.1,102,67,84,37,100,141,243,124,173
AL928654.3,2,0,3,1,3,1,0,3,0
AC025165.2,0,0,0,0,0,0,0,0,0
AC055716.1,0,0,0,1,1,0,0,0,0
LINC02413,1,1,0,1,1,1,0,0,2
AC011603.2,0,0,0,1,1,0,1,1,0
AC027287.1,0,0,0,1,0,0,0,0,0
AC048341.1,52,59,63,69,39,25,21,25,17
AC008770.1,0,0,0,0,0,0,0,0,0
BNIP3P6,0,0,0,0,0,0,0,0,0
AC073863.1,0,0,0,0,1,2,0,0,0
AC123567.1,5,6,3,5,6,1,0,0,0
VENTXP3,0,0,1,0,1,0,0,0,0
FNTB,73,61,49,78,53,54,57,54,70
AC138969.4,0,0,0,0,0,0,0,0,0
AC063924.1,1,0,0,0,1,0,0,0,0
AC012038.1,0,0,1,1,1,1,0,0,0
AC079601.3,3,5,6,9,4,3,3,6,4
AC025154.1,0,0,0,0,0,0,0,0,0
AC023509.1,0,0,0,0,0,0,0,0,0
MIR3179_2,0,0,0,0,0,0,0,0,0
AC009779.1,0,0,0,3,0,0,3,0,1
AC025257.1,0,0,0,0,0,0,0,0,0
AC107016.1,1,0,0,0,1,0,0,0,0
AC023055.1,1,0,3,0,0,1,2,3,3
AC126763.1,0,0,0,0,0,0,0,0,0
AC126177.2,1,0,1,0,0,0,0,0,0
AL512310.3,0,0,0,0,0,0,0,0,0
AC126177.3,0,3,7,1,1,1,0,0,0
AC023161.1,0,0,0,1,1,0,0,1,0
KRT126P,2,0,3,3,2,1,0,0,0
AC008740.1,0,1,0,1,0,0,1,0,0
AC107016.2,0,1,0,0,0,0,0,0,0
AC079600.1,0,1,0,0,1,0,0,0,0
AC009803.1,3,3,3,3,5,1,0,0,0
AC092375.1,2,0,0,0,0,1,0,0,0
AC089984.1,0,0,0,0,0,0,0,0,0
AC034102.2,0,0,0,0,0,0,0,0,0
OR6C73P,0,0,0,2,0,0,0,0,0
AC084364.2,1,0,2,1,3,1,0,0,0
AC126177.4,0,0,0,0,0,0,0,0,0
AC074031.1,1,1,0,2,0,0,0,0,0
AC089998.1,1,2,2,1,5,0,0,1,0
AL512310.4,0,0,0,0,0,0,0,0,0
AC004241.1,13,7,9,3,10,7,8,20,13
AC073525.1,0,0,2,1,27,1,1,1,1
AC087311.2,0,0,1,0,0,0,0,0,0
AC011595.1,2,6,12,11,10,5,1,0,1
AC068305.2,1,1,3,0,1,0,2,1,3
SETP7,0,0,0,0,0,0,1,0,0
ZNF878,7,6,1,0,4,0,34,7,20
AC034102.3,0,0,0,0,0,0,2,0,0
AC004551.1,1,0,0,3,0,1,0,0,0
AC011611.3,0,0,0,0,0,2,0,0,0
AC025575.1,0,1,0,0,2,0,0,0,0
AC009320.1,1,0,0,3,0,0,0,0,5
AC069437.1,1,1,1,2,3,2,1,0,0
AC125611.1,0,0,0,1,0,1,1,0,2
ELOCP32,0,0,0,0,0,0,0,0,0
PPFIA2_AS1,4,2,5,3,1,2,0,0,0
AC007656.1,0,0,0,2,0,2,0,0,0
AL355112.1,0,0,1,0,0,0,0,0,0
AC027288.1,4,6,6,6,7,1,3,2,1
AC068888.2,9,4,8,5,8,2,4,4,0
LINC02459,0,1,1,0,1,0,0,0,0
LINC01154,4,1,2,4,2,2,1,0,1
MRPL2P1,1,2,5,4,1,0,1,0,0
LINC02354,2,3,3,3,1,3,2,1,17
AC010203.1,14,8,8,7,6,12,6,13,14
AL512310.5,0,1,3,0,0,0,0,0,0
AC004217.1,1,1,2,3,1,0,0,0,0
KRT73_AS1,3,4,2,4,7,1,0,0,0
AC025031.1,7,6,9,2,7,1,0,0,1
AC121761.1,82,28,15,6,8,3,42,19,19
AC055736.1,0,2,0,1,0,2,0,0,0
AC007424.1,5,5,6,10,2,3,1,0,0
CYB5AP5,2,0,2,1,19,1,0,0,0
LINC02297,0,1,0,0,0,0,0,0,0
AC133555.1,0,0,0,0,1,0,0,0,0
LINC02373,3,1,2,1,0,0,0,0,0
AC073487.1,3,6,5,4,2,5,3,10,5
LINC02402,1,1,3,0,1,0,0,0,0
AC084824.2,27,22,21,9,22,5,83,87,62
AC124947.2,8,7,1,4,2,4,1,0,3
NPIPB1P,1,0,1,0,1,0,0,0,0
AC117505.1,0,0,1,0,0,0,0,0,0
AC011601.1,3,4,2,3,0,2,0,0,0
AC026765.2,0,2,3,0,1,0,0,0,1
AC078880.1,2,1,2,2,2,0,0,0,0
AL132857.1,0,0,0,0,0,0,0,0,0
AL133166.1,2,0,2,2,1,0,0,0,0
LINC02326,1,1,1,1,3,1,0,0,0
AL157935.3,8,4,4,0,4,4,10,17,12
AC107032.2,2,2,2,6,2,0,5,2,2
AC126755.3,0,0,0,0,0,0,0,0,0
KRT8P19,0,5,1,0,5,0,0,0,0
RPL36A_HNRNPH2,0,0,0,0,0,0,2,4,3
AC048344.1,0,0,0,0,0,0,0,0,0
AC008147.3,1,1,6,3,5,0,2,1,0
AC023794.6,2,2,4,5,4,0,3,0,2
HSPA8P14,1,0,1,0,5,0,1,0,0
LINC02403,0,0,0,0,0,0,0,0,0
OR7E47P,1,2,6,5,2,9,3,2,1
AC063948.1,0,0,0,0,1,1,1,3,0
AC079385.1,1,0,2,0,4,3,0,0,0
AC078929.1,0,0,1,0,1,0,1,0,0
AC023509.2,1,1,0,1,1,0,0,0,1
HLX_AS1,2,2,5,0,1,0,1,1,5
AC034102.4,0,0,0,0,0,0,0,0,0
LINC02298,11,1,2,4,3,0,5,9,5
PPP1R12A_AS1,17,20,18,4,23,3,15,16,11
CR383656.3,0,0,0,0,0,0,0,0,0
AC126755.4,0,0,0,0,0,0,0,0,0
AC068993.1,0,1,0,0,0,0,0,0,0
AC079035.1,4,4,5,9,3,8,0,0,0
GSTP1P1,2,0,0,1,0,0,0,0,0
AC020612.2,0,0,0,0,0,0,0,0,0
AC008127.2,0,0,1,2,0,0,1,0,0
HSPD1P4,10,3,2,2,1,4,13,1,1
AC007540.2,0,0,1,1,0,0,0,0,0
AC008055.1,0,0,0,0,1,0,0,0,0
LINC01475,1,0,0,1,1,1,0,0,0
LINC00609,1,1,0,1,0,1,0,0,0
AC018448.2,0,0,0,0,0,1,0,0,0
AC136188.1,0,0,1,0,0,0,0,0,0
AC025154.2,2,0,1,2,41,0,8,11,11
ZNF625,11,7,4,9,6,15,6,3,3
GALNT4,61,30,10,10,24,4,4,10,15
LINC02356,1,0,0,1,1,1,3,0,1
SCAT2,7,5,3,0,2,7,1,0,1
OVCH1_AS1,4,17,13,8,8,4,3,3,16
AC010183.1,0,0,0,2,0,0,0,0,0
AC027288.2,3,1,1,1,0,0,18,5,0
AC073611.1,7,6,5,1,3,1,5,21,5
AC073957.2,0,0,0,0,0,0,0,0,0
AC091515.1,0,0,1,0,1,0,0,0,0
AC010182.1,0,0,4,0,2,0,0,0,0
MIR4307HG,2,2,0,1,2,0,0,0,0
AC084032.1,1,3,4,6,4,0,1,1,0
AL133304.1,1,0,0,2,1,0,0,0,0
AC055716.2,1,0,4,3,6,2,1,0,0
PSMA3_AS1,490,270,426,297,366,225,416,742,567
AL512356.1,0,0,0,0,0,0,0,0,0
AC004024.1,0,1,4,2,2,1,1,0,0
AC006199.1,1,0,0,0,1,0,0,0,0
AC079310.1,1,3,1,0,0,0,2,2,1
CR383656.4,0,0,1,0,1,1,0,0,0
G2E3_AS1,0,2,1,3,2,3,0,0,0
AC005632.2,2,2,1,3,0,0,0,0,0
,3,2,6,1,5,2,0,0,0
AC011313.1,0,1,0,0,0,0,0,0,0
AC084824.3,2,0,0,2,0,0,0,0,0
CR383656.5,0,0,0,1,1,0,0,0,0
AC087897.1,0,0,0,0,0,0,0,0,0
AC124312.2,4,7,6,6,12,4,4,2,2
CYCSP30,0,0,0,0,1,0,0,0,0
METTL7AP1,0,0,1,0,0,1,0,0,0
AC117498.2,0,0,0,0,0,0,0,0,0
AC125603.1,0,1,0,1,0,1,0,0,0
AC079950.1,4,0,1,1,2,0,0,0,0
AC004217.2,2,0,1,1,2,0,1,0,0
ADCY6_DT,1,3,3,0,1,0,2,1,2
EIF4A1P12,0,0,0,0,1,0,2,0,0
AC025259.1,0,0,0,0,0,0,1,0,0
RSL24D1P5,0,0,1,0,1,0,0,0,0
CBX3P5,2,0,2,3,0,2,0,0,0
AC084033.2,0,0,1,1,1,0,0,0,0
KRT7_AS,29,4,1,14,6,1,106,421,138
CR383656.6,0,0,0,0,0,0,0,0,0
AC020629.1,4,3,5,6,4,4,0,0,0
BTBD10P1,2,1,1,1,0,1,0,0,0
LINC02464,0,1,1,0,1,0,0,0,0
AC016144.1,0,0,2,5,0,1,0,0,0
AC025265.1,7,0,5,2,2,4,28,13,17
AC090503.1,0,0,0,0,0,0,0,0,0
LINC02463,2,0,0,0,2,0,1,1,1
AC079600.2,0,1,1,0,0,0,0,0,0
AC133555.2,0,0,0,0,0,0,0,0,0
AC010203.2,5,2,4,0,3,2,5,1,0
GIHCG,68,51,40,22,39,30,30,24,25
AC055716.3,0,0,2,0,1,0,0,1,0
LBX2_AS1,98,29,21,33,40,20,24,26,43
AC068643.1,1,0,1,2,1,0,0,0,0
INAFM1,31,22,29,29,27,9,160,129,177
AC079385.2,5,0,1,2,0,0,0,0,0
AC007298.1,2,1,2,2,2,0,0,1,0
CPNE8_AS1,1,1,1,2,5,3,51,41,107
ILF2P2,2,2,3,0,2,0,0,0,0
CR383656.7,0,0,0,0,0,0,0,0,0
CHCHD3P2,0,0,1,2,0,0,0,0,0
LINC02399,0,0,2,1,0,1,0,0,0
AC078880.2,0,1,3,2,1,0,0,0,0
CNPY2,169,90,87,70,115,80,108,72,37
AC090679.2,0,0,1,1,2,1,0,0,0
LSM6P2,0,0,0,0,0,0,1,0,0
CR383656.8,0,0,1,0,0,0,0,0,0
AC089983.1,1,0,0,1,1,1,0,0,0
AC090115.1,0,3,0,1,1,0,1,1,1
AC025265.2,0,1,0,0,0,0,0,0,0
AC009248.1,0,1,2,4,3,1,0,0,0
AC073896.3,7,7,3,4,11,1,5,4,0
LINC01490,1,0,3,1,3,2,0,0,0
MGAM2,9,15,11,53,16,6,122,372,233
AC138123.2,0,2,1,2,1,0,0,0,0
LINC02426,0,1,0,0,1,0,0,0,0
LINC02281,0,1,0,0,0,0,0,0,0
LINC02445,0,1,0,0,0,0,0,0,0
AL512310.6,0,0,0,0,0,0,0,0,0
AC091516.1,4,6,5,2,6,4,0,2,1
AC012555.2,1,0,1,2,2,0,0,0,0
LINC02386,2,2,5,3,7,0,0,0,0
OR6C7P,1,0,0,1,0,1,0,0,0
KRT18P20,1,2,1,0,3,0,3,2,0
AL357153.2,1,1,1,1,1,0,0,0,0
AC078860.2,1,0,0,0,0,0,4,0,0
LINC02401,0,2,1,4,6,2,0,0,0
OR5BK1P,4,6,3,5,3,3,0,0,0
AC020656.1,0,0,0,0,0,0,0,0,0
AC025265.3,4,3,1,2,1,0,0,0,0
AC002996.1,0,0,0,0,0,0,0,0,0
AC026401.1,1,4,2,2,4,2,0,0,0
LINC02395,8,18,16,9,11,3,0,0,0
ST13P3,0,1,1,0,1,2,0,0,0
AC022507.1,3,2,6,1,3,1,0,2,1
AC078814.3,0,0,0,0,2,0,0,0,0
GLYCAM1,1,1,2,1,0,2,1,0,0
AC009387.1,1,0,3,2,1,0,0,0,0
LINC02400,0,1,0,0,1,0,0,0,0
AKIRIN1P1,1,0,1,1,0,0,0,0,0
AC112481.1,0,0,0,0,0,1,0,0,0
EIF4A1P4,2,3,5,6,6,3,6,6,2
OR5BJ1P,0,1,2,1,2,0,0,0,0
AC039056.1,0,1,0,0,0,0,0,0,0
FNBP1P1,28,28,20,8,22,11,9,8,4
AC089984.2,6,4,2,13,2,9,3,3,3
AC010200.1,2,3,2,2,3,8,0,0,0
AC003686.1,3,2,0,0,0,0,0,0,0
AC073573.1,3,4,5,4,9,2,0,1,0
AC034102.5,1,0,0,0,1,0,4,0,1
AC090525.2,0,0,2,0,0,0,0,0,0
CNOT2_DT,31,13,7,11,16,10,16,19,7
AC026765.3,3,5,3,4,7,4,4,1,2
C1GALT1P1,6,7,6,7,3,4,1,0,0
MRPS6P4,0,0,0,0,0,0,0,0,0
AC092552.1,0,2,1,1,0,1,0,0,0
AC068789.1,0,0,0,0,0,0,0,0,0
CR383656.9,0,0,0,0,0,0,0,0,0
AL133304.2,0,1,0,0,0,0,0,0,0
AC121757.1,3,1,0,1,1,0,6,11,5
AC021066.2,2,1,2,4,3,2,3,3,3
AL136418.3,1,2,3,2,2,0,3,0,1
AC073591.1,1,7,5,8,4,3,0,0,0
AC089998.2,0,0,0,0,0,0,0,0,0
OTOAP1,0,0,0,1,3,0,0,1,0
AC011611.4,0,0,0,0,0,0,0,0,0
LINC02588,0,1,2,4,1,1,0,1,1
KRT90P,3,5,5,0,7,3,0,0,0
LINC02294,0,0,1,1,1,1,0,0,0
AL512310.7,3,0,0,0,1,0,0,0,0
LSM3P2,2,0,1,0,0,0,0,0,0
AC074029.1,0,0,2,0,0,0,0,1,0
AC012038.2,0,1,0,1,0,0,0,0,0
HNRNPA3P10,18,7,7,2,7,9,2,6,9
AC048344.2,0,0,0,0,0,0,0,0,0
MED15P1,0,0,0,0,0,0,0,0,0
AC126471.1,0,0,0,0,1,0,0,0,0
MTND1P24,0,0,1,1,0,0,0,0,0
CASC18,3,0,4,8,4,4,0,2,0
AC068643.2,1,1,0,1,5,1,0,0,0
AC090049.1,0,3,3,2,3,0,0,0,0
AC025030.1,0,3,1,1,0,2,0,0,0
AC090022.2,0,1,1,0,0,0,0,0,0
AL139023.1,0,1,0,1,1,0,0,0,0
AC027287.2,0,0,1,2,1,2,0,0,0
AC233290.1,0,1,0,0,0,0,0,0,0
AC089998.3,2,7,3,2,2,3,0,0,2
AC007298.2,0,1,2,0,2,1,0,0,0
AC130415.1,0,1,0,1,1,0,0,0,0
AC078789.1,0,0,2,0,2,0,0,0,0
AC125603.2,5,4,5,3,6,14,0,2,1
AL512310.8,3,4,0,4,2,1,0,0,0
PHBP18,5,2,4,2,4,2,0,0,0
AC011595.2,1,1,3,2,3,0,0,0,0
AL929601.1,0,2,2,0,1,0,0,0,0
LINC02404,2,0,0,1,1,1,0,0,0
AC027288.3,26,9,12,48,15,6,35,18,36
AC093012.2,11,10,10,6,7,5,2,0,0
AC139697.1,1,0,1,1,0,0,0,0,0
AL162632.1,0,0,0,1,0,0,0,0,1
AL133372.3,0,1,0,0,0,1,0,0,0
AC004486.1,0,1,1,0,0,0,0,0,0
LINC02156,0,2,3,3,6,3,4,2,0
EEF1A1P17,0,1,0,0,3,0,2,1,1
AC124784.1,0,1,0,2,0,1,3,0,0
LINC02258,0,0,0,0,1,0,0,0,0
DDN_AS1,9,3,7,4,3,3,9,4,5
GLULP5,0,1,0,0,3,0,0,0,0
AC079385.3,0,3,0,0,3,1,2,0,0
LINC02409,0,1,0,3,0,3,0,0,0
AC025165.3,0,0,0,0,0,0,4,1,1
CUX1,268,593,458,601,432,317,1062,895,1083
LINC02416,2,0,1,0,0,0,0,0,0
AC008083.2,0,0,0,0,0,1,0,0,0
MRPS36P5,0,0,0,0,0,0,0,0,0
AC078776.1,1,2,1,3,4,0,0,0,0
LHX5_AS1,0,0,2,0,1,1,0,0,0
AC079598.1,0,0,0,1,0,1,0,0,0
AC011611.5,0,1,0,4,1,0,1,6,2
AC084879.2,1,4,5,3,3,6,0,1,0
AC025030.2,0,3,0,1,1,0,0,0,0
AC068993.2,0,1,1,1,1,0,0,0,0
TEN1,1,1,1,0,1,0,0,0,0
P2RX5_TAX1BP3,11,3,5,2,6,7,9,8,6
AC126177.5,5,6,5,2,9,0,4,1,1
AC083805.2,0,7,5,10,3,4,0,0,0
AC125611.2,2,8,3,6,4,3,6,4,7
AC004801.3,0,0,0,1,0,2,0,0,0
NOP56P3,2,3,3,2,2,1,6,4,2
QRSL1P3,9,3,7,9,6,11,0,0,0
AC008125.1,1,1,2,3,4,1,0,0,0
CR383656.10,0,0,0,0,0,0,0,0,0
AC011773.2,0,0,0,1,1,0,1,0,0
AC020612.3,2,7,14,5,3,1,0,0,0
OLA1P3,3,3,0,2,1,2,0,0,0
AL079352.1,1,1,1,0,0,1,0,0,0
SNRPGP18,5,3,8,9,1,10,1,0,0
AC004801.4,4,3,4,5,4,2,0,0,0
LINC02306,1,6,23,3,66,0,0,1,1
TEX49,0,1,1,1,6,1,1,0,0
AC078864.1,0,0,0,4,1,5,4,0,1
AC089984.3,0,0,1,0,1,0,0,0,0
AC084364.3,1,1,2,0,1,0,0,0,0
AC084365.1,0,1,0,0,0,0,0,0,0
AC010183.2,0,0,0,0,0,0,0,0,0
AC123904.3,1,0,0,0,0,0,0,0,0
,2,0,1,1,0,0,2,0,0
AC126614.1,1,0,1,0,0,0,1,0,0
AC063947.1,0,1,1,1,0,0,0,0,0
AC016705.1,18,7,10,8,12,10,0,0,1
HMGA1P3,1,0,3,0,1,0,0,2,1
AC026111.1,3,10,6,13,3,1,1,0,1
RPL3P13,0,2,0,0,1,0,0,0,0
HIGD1AP1,1,0,0,0,0,0,0,0,1
AC011603.3,1,5,1,1,1,3,3,1,6
LINC02457,1,0,3,1,3,1,0,0,0
AC025259.2,11,9,5,1,5,6,0,1,3
OR5BT1P,2,3,2,6,1,1,0,0,0
AC078955.1,6,3,9,2,7,0,0,0,1
NF1P4,0,0,0,0,0,0,0,0,0
AL135878.1,2,0,2,0,2,2,0,0,1
AC063947.2,1,0,1,1,2,1,0,0,1
AC012157.2,3,0,3,1,2,4,3,3,1
AC123567.2,0,4,2,3,0,0,0,0,0
KRT125P,0,0,1,1,1,1,0,0,0
LINC02327,1,1,4,0,5,1,0,0,1
AC117377.1,3,0,1,1,4,2,0,0,0
AC073569.1,6,11,13,22,4,10,0,1,0
AC009779.2,1,0,1,0,2,0,1,0,0
AC073569.2,1,1,0,3,1,0,0,3,3
AL139316.1,0,1,0,0,0,0,0,0,0
AC074029.2,1,0,0,0,0,0,0,1,0
AC025263.2,0,0,0,0,0,0,0,0,0
AC025575.2,2,2,0,1,1,2,0,0,0
AC009779.3,56,21,47,39,68,26,39,37,35
BCDIN3D_AS1,10,14,14,8,15,4,6,0,5
AC073612.1,0,0,0,0,0,0,0,0,0
AL122126.2,1,0,0,1,4,0,0,0,0
AC138331.1,0,1,4,13,7,1,0,0,3
AC079600.3,0,0,3,3,0,0,0,0,0
ARL2BPP2,0,2,0,0,0,0,0,0,0
AC126177.6,4,3,5,1,7,0,1,1,3
AC128657.1,0,0,0,0,0,0,0,0,0
VTI1BP3,0,1,4,0,4,0,0,0,0
CR383656.11,0,0,0,0,0,0,0,0,0
AC078923.1,2,2,2,0,1,0,11,27,6
ARHGAP42P4,0,0,0,0,0,0,0,0,0
AL110292.1,0,1,1,0,2,0,0,0,0
AL391832.3,3,0,1,3,1,0,1,3,0
OR9A4,0,0,2,4,3,2,0,0,0
AC128707.1,1,2,0,0,4,0,0,0,0
AC079313.1,5,4,4,8,5,1,8,25,11
AC078820.2,3,2,2,3,1,0,4,16,1
AC093014.1,4,1,2,1,1,0,0,2,1
AC011611.6,0,0,0,2,3,0,0,0,0
AC005841.1,0,0,0,0,0,0,3,1,0
AC025031.2,2,3,3,4,0,0,17,4,2
LINC02286,0,0,0,0,0,1,0,0,0
ATXN2_AS,5,0,2,1,3,0,1,0,0
LINC02823,2,0,2,2,0,1,2,1,2
AC010173.1,5,4,1,3,6,1,4,5,4
MAP1LC3B2,10,12,7,3,7,8,62,49,42
HIGD1AP9,0,0,0,0,0,0,0,0,0
AL158058.1,0,3,1,1,0,0,0,0,0
AC009803.2,0,2,3,1,1,0,0,0,0
AC079316.1,4,7,5,4,3,1,0,0,1
CCNG2P1,0,0,1,0,0,0,0,0,0
AC005871.2,0,0,0,0,0,0,0,0,0
AC090109.1,2,1,1,1,3,0,0,0,0
PPIAP45,2,3,1,0,4,0,0,2,0
AC026116.1,0,0,0,0,1,0,0,0,0
PPIAP44,0,0,0,0,0,0,0,0,0
AC087897.2,1,0,1,0,0,0,0,0,0
KRT128P,1,0,0,2,2,0,0,0,0
AC089987.2,2,0,0,0,0,0,0,0,0
AC044802.2,2,1,0,0,0,0,0,0,0
LINC02444,0,1,0,1,1,0,0,0,0
AC025254.1,0,0,1,1,2,0,0,0,0
MKRN9P,2,4,2,1,2,2,3,2,0
AC106782.1,0,0,0,0,0,0,0,1,0
AC007656.2,0,1,1,0,0,2,0,0,1
AC025578.1,0,0,1,2,0,1,0,1,0
AC016954.1,2,10,3,2,2,0,2,0,1
LINC02396,11,7,6,12,19,6,0,0,0
AC007622.2,8,9,12,12,16,8,4,5,0
AC079313.2,2,0,2,1,2,0,2,2,1
AC127894.1,1,5,1,2,0,0,0,0,0
AC093023.1,0,0,0,0,0,0,0,0,0
LINC02406,0,0,0,1,1,0,0,0,0
AC007115.1,0,0,0,0,0,0,0,0,0
AC133555.3,0,0,0,0,0,0,0,0,0
HSPE1P4,1,0,0,0,1,0,0,0,0
AL512356.2,0,0,0,0,0,0,0,0,0
IMMP1LP2,0,0,0,0,0,0,1,1,0
AC069228.1,1,2,1,4,1,0,0,0,0
AC107023.1,0,1,0,2,0,0,0,0,0
AC025569.1,10,12,22,19,13,12,2,25,18
LINC00485,3,4,2,5,4,1,0,1,1
AC089998.4,0,2,0,0,0,0,0,0,0
LINC02412,1,1,1,4,2,2,0,1,0
AC073655.1,1,2,3,1,2,3,1,2,0
AC079598.2,0,0,0,0,0,0,0,0,0
LINC02300,0,1,0,0,0,0,0,0,0
AC008149.1,1,1,2,3,4,0,0,4,0
AC016993.1,0,0,0,0,0,0,0,0,0
AC079598.3,0,0,2,0,0,0,0,0,0
AC008083.3,1,2,2,2,2,0,2,0,0
LINC02392,0,2,3,0,0,1,0,0,0
AC087883.1,1,0,0,0,0,0,0,0,0
AC010196.1,0,0,0,0,0,0,0,0,0
SLC7A5P2,0,0,0,0,0,0,0,0,0
AC011602.1,0,0,0,0,0,0,0,0,0
AL163973.3,1,0,1,0,0,0,0,0,0
NKX2_2_AS1,0,0,0,0,0,0,0,0,0
AC073896.4,16,7,8,22,12,5,39,37,40
AC026371.1,0,0,0,1,0,0,0,0,0
AC004801.5,2,2,2,1,4,1,2,0,0
AC008126.1,0,1,1,1,4,0,0,0,0
AC079598.4,0,0,0,0,0,0,0,0,0
AC137768.1,0,0,1,0,1,0,0,0,0
AC144548.1,2,0,2,3,4,2,0,3,0
ZNF75BP,2,2,2,4,1,7,0,0,0
AC108721.1,0,2,0,1,2,0,0,0,0
AC078886.1,0,0,1,4,1,0,0,1,0
AC009522.1,0,0,1,3,1,0,0,1,0
LINC02424,1,0,1,0,1,0,0,0,0
PRSS58,0,2,1,0,0,1,0,0,0
AC090049.2,0,0,1,0,0,0,0,0,0
AC073571.1,2,0,0,1,0,1,0,0,0
CLEC5A,133,18,21,63,65,39,1,2,2
AC063950.1,6,5,10,6,4,7,0,1,0
AC020637.1,0,4,5,1,2,0,0,0,1
AC125611.3,0,0,0,0,1,1,0,0,0
ARHGAP42P5,0,0,1,0,1,0,0,0,0
AC024257.1,0,0,0,2,0,1,0,0,0
AC133480.1,0,0,0,0,0,0,0,0,0
MTND2P17,0,0,0,0,0,0,0,0,0
AC002351.1,0,0,1,1,1,3,0,0,0
OSTF1P1,0,0,3,0,3,1,1,0,0
RPL10P13,1,2,2,1,2,1,3,5,0
AC125603.3,3,1,3,1,2,2,1,2,1
YPEL5P3,0,0,0,0,0,0,0,0,0
AC078865.1,1,0,0,1,1,0,0,0,0
AC010177.2,0,0,0,0,0,1,0,0,0
AC011773.3,0,1,0,0,1,0,0,1,0
AC073896.5,0,0,0,0,0,0,0,0,0
AC063949.1,0,0,0,1,0,0,0,0,0
AL929601.2,0,0,0,0,0,0,0,0,0
,1,0,5,4,3,0,0,0,0
AC025260.2,0,1,0,0,0,0,0,1,0
AC007513.1,0,0,1,1,0,0,0,0,0
AC024257.2,0,0,0,0,0,0,0,0,0
AC012085.2,10,40,25,11,18,5,3,0,1
OR7K1P,2,1,2,0,0,0,0,0,0
CLUHP8,0,10,2,4,4,0,0,0,0
LINC00592,3,4,5,4,3,0,2,3,3
,0,0,4,0,4,0,0,0,1
BTF3P2,0,0,0,1,0,0,0,0,0
AC011603.4,0,0,0,0,0,0,0,0,0
POLR2KP1,2,1,2,0,0,0,0,0,0
TESC_AS1,4,2,3,2,1,1,3,0,1
NENFP2,0,0,1,0,0,0,0,0,0
CHURC1,395,287,380,593,551,378,467,573,418
BRWD1P2,0,0,0,0,1,0,0,0,0
LINC02410,0,0,0,0,1,0,1,0,1
AC090503.2,0,1,1,0,0,0,0,0,0
NUTF2P2,1,0,1,0,0,0,0,0,0
VASH1_AS1,5,1,6,5,2,1,5,13,9
AC025034.1,18,12,16,13,13,9,3,2,6
AC012464.2,0,2,4,1,0,1,0,0,0
AC233290.2,0,0,0,1,1,0,0,0,0
AC079907.2,5,1,2,4,0,1,1,0,0
AC009779.4,16,5,7,8,3,5,21,22,10
AC016152.1,0,0,1,0,0,0,0,0,0
AC084879.3,0,1,0,2,0,0,0,0,0
AL589182.1,0,0,0,0,0,0,0,0,0
C17orf49,9,0,8,8,9,3,22,16,9
KLF17P1,0,2,3,2,3,0,0,0,0
AC034102.6,1,4,1,1,4,1,15,29,21
AC090502.3,2,2,4,2,5,1,0,0,0
AC073575.3,0,3,2,3,1,2,0,1,0
AL512310.9,0,0,0,0,0,0,0,0,0
ITFG2_AS1,0,1,1,0,0,0,4,0,0
LINC02461,0,0,2,10,4,1,0,1,0
LINC02394,5,1,3,6,3,0,0,0,0
AC125611.4,3,4,3,1,6,0,1,0,1
DUX4L52,0,0,0,0,0,0,0,0,0
AC130895.1,8,16,15,9,8,15,0,0,0
AC090680.1,0,1,0,0,0,0,0,0,0
AL133304.3,1,1,0,1,2,1,0,0,0
AC090001.1,0,1,1,0,3,0,0,0,1
AC078778.1,1,9,1,6,3,2,2,1,0
AC034102.7,0,1,0,0,0,0,0,0,0
AC079384.1,1,1,0,4,4,0,2,0,0
SYF2P1,0,0,0,0,1,0,0,0,0
AC119044.1,3,9,5,6,5,9,13,3,2
AC138932.3,1,0,0,0,0,0,0,0,0
AC079174.1,2,0,3,3,0,0,2,0,0
AC023161.2,1,0,1,0,0,0,0,0,0
AC087888.1,0,1,2,0,1,1,0,0,0
PCNPP1,1,4,3,3,1,1,4,0,1
NF1P12,1,0,0,3,0,0,0,0,0
CR383656.12,0,0,0,0,0,0,0,0,0
AC073655.2,11,13,13,8,5,1,14,17,24
RTEL1,42,31,33,16,18,10,25,26,23
CR383656.13,0,0,0,0,0,0,0,0,0
ZNF970P,1,0,0,0,0,0,0,0,0
ADI1P3,1,0,0,0,0,0,0,0,0
SLC25A3P2,2,2,3,3,2,7,0,0,0
AC079363.1,3,4,2,2,3,0,0,0,0
AC004846.1,9,10,5,17,25,1,20,16,20
AL139099.2,0,0,0,0,0,0,0,0,0
AL139021.2,0,1,3,0,2,0,0,0,1
AL355097.1,0,1,0,1,1,1,0,0,0
AL356805.1,1,1,2,2,0,2,1,0,0
AL512360.1,0,0,1,0,0,0,0,0,0
AL132819.1,1,1,2,1,0,0,0,0,0
AC068831.2,2,4,7,5,7,2,6,5,6
AL391516.1,0,1,0,3,0,0,0,0,0
AL352984.1,0,0,0,1,2,1,0,0,0
AL358913.1,1,6,13,2,8,0,0,0,0
PPT2_EGFL8,6,17,12,2,7,5,21,32,15
LINC02318,1,0,1,1,1,0,0,0,0
RPA2P1,0,0,0,0,0,0,0,0,0
AL049833.1,1,0,3,0,2,1,0,0,0
